Salt,VC,EC,EMC,C1-0C,C2-10C,C3-20C,C4-30C,C5-40C,C6-50C,C7-60C,S0,S1,S2,log(eror - Arrhenius fits),logClass
0.19703731366507954,0.0,0.23047220194413492,0.9727845787705327,0.8853726498867049,0.8542227046339794,0.752032433324874,0.6722133809829602,0.640460837612716,0.6070478817156091,0.5770333737675347,0.8881143931230294,0.9715037306894799,0.7666028542778112,0.4087825718017764,Low
0.24628263778669898,0.0,0.22580222635934008,0.9626038296416128,0.9048433768142565,0.8856706748299784,0.8065771652026623,0.7098212208355439,0.6851918688420239,0.6810856084127888,0.6728002239432676,0.9124416298854987,0.9804941415647266,0.8299624336874989,0.6208865284116493,Moderate
0.2703762487162729,0.0,0.22353534965437982,0.9575990075908414,0.9056050584849041,0.8724985725511477,0.8068462199338989,0.7793412811421017,0.7525157652729194,0.7561921359943374,0.7378619638580446,0.9006342598743298,0.9308132558715149,0.8035460095487281,0.4540186441090594,Moderate
0.35880870133507603,0.0,0.21510878563170413,0.9393568784221007,0.8689754424643269,0.8661782247624217,0.7863460838778127,0.7372600844415906,0.7168076707750638,0.6898362394001178,0.5963578115766232,0.8658498541054676,0.8496164673522104,0.5650079527380142,0.570211225693305,Moderate
0.4557557651012977,0.0,0.20544748984446215,0.9198256284221006,0.8550814501806596,0.8449332632328748,0.771807956070701,0.8089516771985991,0.6915434479269985,0.7518915519609255,0.738064134863612,0.853566174118852,0.8722774166533017,0.7269809392802671,0.8837646995416214,Strong
0.5191174182304795,0.0,0.20011212132855039,0.905973898705824,0.8414553861228483,0.8564998388820106,0.8249921270916707,0.7718494941880479,0.7593220435317625,0.7651599112246653,0.77737861963858,0.8456696632862438,0.8322969514295983,0.6762368922686326,0.5964822614851376,Moderate
0.5730308405688855,0.0,0.19577396899024438,0.8939615480338479,0.7659474707575475,0.7483076957866227,0.7204429619256977,0.6987153834460984,0.6998701265484639,0.7023572840613306,0.5677428384809182,0.7466286799620143,0.7116189112919872,0.41039311969108827,0.8229128116965805,Strong
0.6205085114990819,0.0,0.19031809624271295,0.8852040816326531,0.7215096607263152,0.7455217678883365,0.7044770095789601,0.6989728651509377,0.7233382876597491,0.7451572603728677,0.7737177692762275,0.7202328407855187,0.7408061652880267,0.6372702447865007,0.44970296602195853,Moderate
0.6807145302337161,0.0,0.184565329011481,0.8727989671478349,0.672714189478841,0.6993391335809457,0.6530325219906382,0.6623049886304767,0.7241624299123853,0.7800695425588617,0.8299213088239865,0.6707615546993793,0.7296963795788912,0.7257890490321334,0.46183971970293985,Moderate
0.7254100146267076,0.0,0.18055550704338502,0.8633006937531111,0.6342090758772734,0.6456557502162364,0.596745049240074,0.6065803637627077,0.6467328443422633,0.6730371711463242,0.715638704861435,0.6281652716885887,0.708105391145465,0.6342453470700046,0.49504866812809084,Moderate
0.78255376093113,0.0,0.17499310156934933,0.8516441637630664,0.6069760854920692,0.6469379102148801,0.6135181657805189,0.6238812730143657,0.6492137967096839,0.6479386807218216,0.6341171347703024,0.5996457198529749,0.5972898636998463,0.36803366681769395,0.37170626379655025,Low
0.8302803970995549,0.0,0.1706811458031345,0.8415334121453462,0.5087172362055232,0.5861902096795155,0.517239376159916,0.5934177749237634,0.6164271444039325,0.6280685724599059,0.6073901278342821,0.5022108065285967,0.49363150692306906,0.24684836189924184,0.6411502799464281,Moderate
0.8826502349609435,0.0,0.16569855779138448,0.8307207410403187,0.33354384836793316,0.3733561725149662,0.3017723980420157,0.357763073400899,0.4524143105197498,0.49085315127057594,0.46639917887468507,0.31629049003833254,0.4502166651732112,0.2820521193468551,0.033395441574590255,Very Low
0.9304826813556156,0.0,0.16125736560285298,0.8207227631906423,0.284761773531752,0.32940544635336144,0.25921283146472773,0.32926636327256104,0.391845538690638,0.4859377952245187,0.47079406550340613,0.2701573102263959,0.43649437899558735,0.3099717402277926,0.6791863080343177,Moderate
0.44216226309401546,0.0,0.6869771600820126,0.38796703894972623,0.824828525935452,0.8948131313987866,0.9543004424115871,0.9757005518794614,0.962529946203404,0.9529558407571288,0.9788560231408041,0.8216632468791366,0.6023870172500749,0.3719598294889431,0.501872357535234,Moderate
0.5342794012386021,0.0,0.6708889719417247,0.37710186971129916,0.6824552942617427,0.7639061784508926,0.798799037517848,0.8531640778897667,0.9072356847911657,0.954027461696602,0.9673664893782459,0.6750129164636943,0.5238453449948414,0.39451866546389164,0.41025583705949603,Low
0.6325833255531697,0.0,0.6535450947791976,0.36570199726231956,0.45754294506705745,0.5338183832799093,0.5287812126419034,0.5925584685112292,0.7054629263870457,0.7206312411344519,0.7647911417996329,0.4454551269749896,0.429132500308679,0.305197648329789,0.5547430122869584,Moderate
0.41487567298415956,0.0,0.9166110717192284,0.1408330481582877,0.6446238287708981,0.6899094912628823,0.7077026089136611,0.7607219414740978,0.8450982008122069,0.84128165864361,0.9705701222357,0.6364711729133157,0.5999076911427824,0.5850447707175969,0.7664115119863186,Strong
0.5085550679986307,0.0,0.8949761960481598,0.13565323232951718,0.499938759262661,0.5735585593225128,0.576107328378242,0.6648798056788681,0.7755917483467424,0.8519132663852255,0.948415290348667,0.49090730161542034,0.4905418617433246,0.5287679582892838,0.34822680690502344,Low
0.5931472318177574,0.0,0.8776515297051661,0.12851543056246892,0.50687044522016,0.6787386440083895,0.6902140513833385,0.7308013264961081,0.7787462238654546,0.8064116772841744,0.8269571708500512,0.5170177484512553,0.34703849709308887,0.07227181628562927,0.8670587105851396,Strong
0.14119441073040176,0.0,0.97666758645742,0.15946405238924838,0.8321027772674384,0.8565631554251534,0.810554894808773,0.8348177308726774,0.7798488693620856,0.7640826501749848,0.7501166371185966,0.8293550625156846,0.7570024505984951,0.516376653645674,0.6573687531493684,Moderate
0.32507391155509907,0.0,0.935586122103969,0.1477589130164261,0.7868745789699304,0.8311913120657589,0.8485130139939034,0.8578204639013757,0.8839323521304082,0.9029703640409138,0.9295760629529407,0.782906967017503,0.6773565726398603,0.5518231430798934,0.12524806421488907,Low
0.16176516353904088,0.0,0.7379626751240844,0.41879510950721754,0.8720470481964601,0.8660945564732679,0.8237599787202164,0.7746569754275598,0.7508674807676463,0.7193988770540577,0.693514976206028,0.869721348823249,0.8461782858443075,0.6152469430600286,0.26874520273933616,Low
0.35010736625898603,0.0,0.7043821625794192,0.397348649825784,0.8548422285504318,0.8866769556049268,0.8873180440944013,1.0,1.0,1.0,1.0,0.8376727730786456,0.6591740868566988,0.5183174210542787,0.8671459857043351,Strong
0.30948868764198795,0.108546,0.1572929510263817,0.8080746017919365,0.8361331832935268,0.7726076805228136,0.8037337458839214,0.7416031493424907,0.6944165783318794,0.6888830607750077,0.6102765077291534,0.8148827185096623,0.7938750067300616,0.516907833957171,0.8888015457189178,Strong
0.6355335636261786,0.103225,0.13918238752065165,0.7367315828770533,0.6888664339518641,0.6455562527912978,0.619516863311024,0.7103082645422869,0.7261602644075701,0.7335696539510385,0.7124568442661191,0.6573461464653179,0.6764547919654766,0.5541427030057132,0.9144711487595217,Strong
1.0,0.100083,0.09657453623335205,0.676420949477352,0.10251699430460962,0.1507668650961888,0.04256262401741606,0.12928993991059476,0.27244437750262235,0.3442159259791944,0.3553606419707006,0.0836681772778507,0.35219881334034187,0.26809992829610046,0.44486884310398683,Moderate
0.2839386300687766,0.307606,0.042398278710569774,0.5569274203583872,1.0,1.0,1.0,0.9288419837879595,0.8716242138677567,0.8124324949309513,0.7807470996236511,1.0,0.869766889695672,0.5686271628522098,0.47507246514392487,Moderate
0.5995767590950114,0.289704,0.02339004600118057,0.5142950472872075,0.8145477371547553,0.8566490850194186,0.8557622045366301,0.8510794067373351,0.8583441561209618,0.8635657340744441,0.8755435289726603,0.8134852801519472,0.7145008044682662,0.5479568470421121,0.21291025621984508,Low
0.9285905455450782,0.273225,0.0,0.46959580326032857,0.2769440106558872,0.33664388401765993,0.27539280462040433,0.3514656292945933,0.4635714914985462,0.5089099641006984,0.5314826910516005,0.261784489418342,0.3953701362582988,0.275613735038444,0.43131455775017585,Moderate
0.27041981763296297,0.101654,0.6046168838653566,0.3356594543305127,0.8895791230326415,0.9174374890468033,0.9147188225186575,0.8937841434700471,0.8748724710910797,0.8547587019850372,0.8405399521010231,0.8878112867750176,0.7650872758176097,0.5371852069548702,0.016208061434334585,Very Low
0.5670183300656646,0.096633,0.553690747720025,0.30946483013937287,0.5445239298181144,0.586922872535883,0.5450926557230694,0.5957909496731851,0.6572250277792783,0.706065656522929,0.7705327983577493,0.5383946188782125,0.6032225912420354,0.563828035816574,0.5331799332758745,Moderate
0.9038931939127999,0.082602,0.5123927250372864,0.27748763377302144,0.14305836242268244,0.164615097603581,0.05253905115403171,0.1593439490248271,0.34459661078603376,0.42010924893472446,0.44345121458119535,0.11688981395371936,0.40401429379443604,0.42277898191347374,0.5205669942954224,Moderate
0.24315812404692996,0.310562,0.37700010827916464,0.1913965281234445,0.9160045011941946,0.951483698816772,0.9487114418581899,0.9433850468275459,0.9221753945225801,0.9120650417509163,0.9336163727411275,0.9175098042110137,0.7871219251229058,0.6177058289691918,0.38398051406882566,Low
0.5403666013132916,0.286128,0.3486658959053011,0.17760312966650077,0.678865056035274,0.7426431264804482,0.7371610445438449,0.7895878121190129,0.8255319269866805,0.8595020346697577,0.8828714503436909,0.6733359904344365,0.5905558070014326,0.4662759008227581,0.30438039947812534,Low
0.8472100332991005,0.268895,0.31283247816079107,0.1551494835739174,0.0,0.07303224055763634,0.0,0.1502638411927296,0.3474441643623841,0.4463357614007783,0.46004167833037873,0.0,0.17363862984890197,0.12862808806381795,0.3795634743520625,Low
0.24506893225033458,0.103901,0.8100049948130785,0.11054356956197116,0.7995035672729496,0.8195749877041527,0.7933017601682818,0.7760467561958481,0.7828896700873312,0.7968686108126554,0.8099001586264809,0.7984205010111749,0.7729483681099153,0.6401939134682237,0.3114236547114553,Low
0.5292129586406498,0.099193,0.754269168031799,0.09298586050273769,0.3551005879110776,0.4656106371792473,0.5187130623014581,0.6078646700976887,0.7091374640858706,0.7550894944487216,0.7862274890361104,0.3395470134675676,0.24930145291325548,0.06592921859076675,0.519835108208133,Moderate
0.2302243799209535,0.296476,0.5516840902978375,0.028341214534594338,0.8683706901831099,0.8951907693525312,0.899676217090479,0.8852127946691974,0.8854840130612341,0.8756609504149715,0.857217504898759,0.8636356031865533,0.7416204313821958,0.5360183518443686,0.30659075670743735,Low
0.5178850403012479,0.282732,0.5092019825565758,0.012500388875062255,0.6162464021066809,0.6858074837892689,0.7024010077322665,0.7465418345726578,0.8065624458268567,0.8385546653581615,0.8823893502534911,0.6096167377687247,0.5339643134566793,0.41860137938165937,0.3535766185974703,Low
0.812852830423552,0.267502,0.4642591434768789,0.0,0.3765999142629669,0.3402167460950082,0.16206878628799296,0.23054849807509253,0.3786962069563296,0.4997391449028919,0.5691144909956142,0.3623390362595902,0.7672424174799339,1.0,0.5460014138569309,Moderate
0.24315812404692996,0.310562,0.37700010827916464,0.1913965281234445,0.9160045011941946,0.951483698816772,0.9487114418581899,0.9433850468275459,0.9221753945225801,0.9120650417509163,0.9336163727411275,0.9175098042110137,0.7871219251229058,0.6177058289691918,0.38398051406882566,Low
0.03450035788752995,0.0,0.25163553931756183,1.0,0.5188831986037105,0.39890439767311636,0.11294183831645105,0.0,0.0,0.0,0.0,0.5077946552903384,1.0,0.6843014720388808,0.0,Very Low
0.006535337503501067,0.0,1.0,0.17555375808860132,0.0,0.0,0.28007068801575213,0.19387131498698684,0.2165874258627208,0.1857542096372568,0.09529719137818508,0.0,0.0,0.0,1.0,Strong
0.03271403230323966,0.114292,0.17921948186673275,0.8589550149328025,0.6154407036560711,0.525519393517968,0.28126003222541973,0.17374120917131214,0.16008536976989413,0.10862852260133193,0.0,0.6109905574499707,0.9989490640410772,0.7108637530664642,0.40500401848333906,Low
0.01478853515077957,0.105917,0.6440130354142725,0.3633668025136884,0.5310031232776039,0.436962162712208,0.2770835690110107,0.21693609179998402,0.2384584561257931,0.22357396863534781,0.14351653136760942,0.5124002972016802,0.8531748862833642,0.6461511877404019,0.6015886215293019,Moderate
0.008595524849842842,0.108919,0.8578591462711798,0.12138151754604283,0.20980311102945517,0.3799727512733966,0.32764445640243345,0.264883528305926,0.27624679934409735,0.23873458487378924,0.15497807222170396,0.22380762588016667,0.2237114286622044,0.0,1.0,Strong
0.027112314443095874,0.322698,0.056526963258434385,0.5920836703583873,0.7523654234796985,0.6887539643505239,0.4945470555322859,0.42334025121528335,0.39341709271031955,0.3259024881346189,0.21924667973002365,0.7471325450600068,0.9684612672834163,0.6592140871630972,0.5106647898943373,Moderate
0.007350698658699788,0.323792,0.40505838342700057,0.20809676767048285,0.6284447914752891,0.5651238912538369,0.4006041501692301,0.31682038014226627,0.32147515779482266,0.2898001426947885,0.18433019190693967,0.6191783652923557,0.8805562959415876,0.6039190875236576,0.25102590371472,Low
0.0,0.308579,0.5859719102889656,0.038555018043802916,0.5731099577438903,0.5023184030663295,0.31544832773312237,0.24905926112057253,0.27307527260636466,0.2507169990101607,0.1415290348667228,0.5605489374055879,0.870126079972726,0.6259968134623731,0.3505486313041152,Low
0.4033672548470419,0.0,0.21129107185894364,0.929685555624689,0.8511907495866246,0.8326046277609122,0.7575572276355905,0.6873954950008219,0.6683992599770946,0.6456318756468504,0.5949892693850894,0.8500607688863306,0.8905664419254197,0.6608576983728521,0.19077238633602356,Low
